transaction_id,user_id,transaction_date,plan_name,amount,currency,payment_method,status,failure_reason,retry_count
TXN-U-03757-2025-01-06-RES,U-03757,2025-01-06,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03776-2025-01-06,U-03776,2025-01-06,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04534-2025-01-06,U-04534,2025-01-06,annual_pro,199000,KRW,card,completed,,0
TXN-U-04542-2025-01-06,U-04542,2025-01-06,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04608-2025-01-06,U-04608,2025-01-06,annual_basic,99000,KRW,card,completed,,0
TXN-U-04993-2025-01-06,U-04993,2025-01-06,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00025-2025-01-07,U-00025,2025-01-07,annual_basic,99000,KRW,card,completed,,0
TXN-U-00434-2025-01-07,U-00434,2025-01-07,annual_pro,199000,KRW,card,completed,,0
TXN-U-01164-2025-01-07-RES,U-01164,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01620-2025-01-07,U-01620,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01834-2025-01-07,U-01834,2025-01-07,annual_pro,199000,KRW,card,completed,,0
TXN-U-01897-2025-01-07-RES,U-01897,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02346-2025-01-07-F,U-02346,2025-01-07,monthly_pro,19900,KRW,card,failed,insufficient_funds,0
TXN-U-02545-2025-01-07,U-02545,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03666-2025-01-07-RES,U-03666,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03791-2025-01-07,U-03791,2025-01-07,annual_pro,199000,KRW,card,completed,,0
TXN-U-03964-2025-01-07,U-03964,2025-01-07,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04130-2025-01-07,U-04130,2025-01-07,monthly_pro,19900,KRW,card,completed,,0
TXN-U-00542-2025-01-08,U-00542,2025-01-08,monthly_pro,19900,KRW,card,completed,,0
TXN-U-00574-2025-01-08,U-00574,2025-01-08,annual_basic,99000,KRW,card,completed,,0
TXN-U-00867-2025-01-08-RES,U-00867,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00930-2025-01-08-RES,U-00930,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01580-2025-01-08,U-01580,2025-01-08,annual_pro,199000,KRW,card,completed,,0
TXN-U-02275-2025-01-08,U-02275,2025-01-08,monthly_pro,19900,KRW,card,completed,,0
TXN-U-02602-2025-01-08,U-02602,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02967-2025-01-08,U-02967,2025-01-08,monthly_pro,19900,KRW,card,completed,,0
TXN-U-02971-2025-01-08,U-02971,2025-01-08,annual_basic,99000,KRW,card,completed,,0
TXN-U-03135-2025-01-08-RES,U-03135,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03938-2025-01-08-RES,U-03938,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03970-2025-01-08-RES,U-03970,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04135-2025-01-08,U-04135,2025-01-08,monthly_pro,19900,KRW,card,completed,,0
TXN-U-04264-2025-01-08,U-04264,2025-01-08,monthly_pro,19900,KRW,card,completed,,0
TXN-U-04297-2025-01-08,U-04297,2025-01-08,annual_basic,99000,KRW,card,completed,,0
TXN-U-04331-2025-01-08-RES,U-04331,2025-01-08,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00221-2025-01-09,U-00221,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00752-2025-01-09,U-00752,2025-01-09,annual_basic,99000,KRW,card,completed,,0
TXN-U-01999-2025-01-09-RES,U-01999,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02004-2025-01-09-RES,U-02004,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02012-2025-01-09,U-02012,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02039-2025-01-09-RES,U-02039,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02891-2025-01-09,U-02891,2025-01-09,annual_basic,99000,KRW,card,completed,,0
TXN-U-03869-2025-01-09-RES,U-03869,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03922-2025-01-09-RES,U-03922,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04119-2025-01-09-RES,U-04119,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04206-2025-01-09-RES,U-04206,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04276-2025-01-09-RES,U-04276,2025-01-09,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00825-2025-01-10,U-00825,2025-01-10,monthly_pro,19900,KRW,card,completed,,0
TXN-U-00971-2025-01-10-RES,U-00971,2025-01-10,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01611-2025-01-10-RES,U-01611,2025-01-10,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04205-2025-01-10-F,U-04205,2025-01-10,annual_pro,199000,KRW,card,failed,card_declined,0
TXN-U-04205-2025-01-10-R,U-04205,2025-01-11,annual_pro,199000,KRW,card,completed,,1
TXN-U-00183-2025-01-11,U-00183,2025-01-11,monthly_pro,19900,KRW,card,completed,,0
TXN-U-00268-2025-01-11,U-00268,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01090-2025-01-11-RES,U-01090,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01233-2025-01-11-RES,U-01233,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01629-2025-01-11-RES,U-01629,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01654-2025-01-11-RES,U-01654,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01815-2025-01-11-RES,U-01815,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02070-2025-01-11,U-02070,2025-01-11,monthly_pro,19900,KRW,card,completed,,0
TXN-U-02355-2025-01-11-RES,U-02355,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02364-2025-01-11-RES,U-02364,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02488-2025-01-11,U-02488,2025-01-11,annual_pro,199000,KRW,card,completed,,0
TXN-U-02628-2025-01-11,U-02628,2025-01-11,annual_pro,199000,KRW,card,completed,,0
TXN-U-02828-2025-01-11,U-02828,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02978-2025-01-11,U-02978,2025-01-11,monthly_pro,19900,KRW,card,completed,,0
TXN-U-04594-2025-01-11,U-04594,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04629-2025-01-11-RES,U-04629,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04801-2025-01-11-RES,U-04801,2025-01-11,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04990-2025-01-11,U-04990,2025-01-11,annual_basic,99000,KRW,card,completed,,0
TXN-U-00141-2025-01-12-RES,U-00141,2025-01-12,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00345-2025-01-12-RES,U-00345,2025-01-12,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00442-2025-01-12,U-00442,2025-01-12,annual_pro,199000,KRW,card,completed,,0
TXN-U-00755-2025-01-12,U-00755,2025-01-12,annual_basic,99000,KRW,card,completed,,0
TXN-U-00777-2025-01-12,U-00777,2025-01-12,annual_basic,99000,KRW,card,completed,,0
TXN-U-02281-2025-01-12-RES,U-02281,2025-01-12,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02661-2025-01-12-RES,U-02661,2025-01-12,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03096-2025-01-12,U-03096,2025-01-12,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04690-2025-01-12,U-04690,2025-01-12,annual_pro,199000,KRW,card,completed,,0
TXN-U-00643-2025-01-13-RES,U-00643,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00804-2025-01-13,U-00804,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00856-2025-01-13-F,U-00856,2025-01-13,monthly_basic,9900,KRW,card,failed,expired_card,0
TXN-U-00856-2025-01-13-R,U-00856,2025-01-15,monthly_basic,9900,KRW,card,completed,,1
TXN-U-01565-2025-01-13,U-01565,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01599-2025-01-13-RES,U-01599,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01667-2025-01-13-RES,U-01667,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01830-2025-01-13,U-01830,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02406-2025-01-13-RES,U-02406,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02682-2025-01-13-RES,U-02682,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02795-2025-01-13-RES,U-02795,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02898-2025-01-13,U-02898,2025-01-13,annual_pro,199000,KRW,card,completed,,0
TXN-U-03797-2025-01-13-RES,U-03797,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04767-2025-01-13-RES,U-04767,2025-01-13,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04999-2025-01-13,U-04999,2025-01-13,monthly_pro,19900,KRW,card,completed,,0
TXN-U-00668-2025-01-14-RES,U-00668,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03382-2025-01-14-RES,U-03382,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03592-2025-01-14-RES,U-03592,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03884-2025-01-14-RES,U-03884,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04829-2025-01-14-RES,U-04829,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05003-2025-01-14,U-05003,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05005-2025-01-14,U-05005,2025-01-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-05006-2025-01-14,U-05006,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05018-2025-01-14,U-05018,2025-01-14,annual_pro,199000,KRW,card,completed,,0
TXN-U-05022-2025-01-14,U-05022,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05027-2025-01-14,U-05027,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05029-2025-01-14,U-05029,2025-01-14,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05030-2025-01-14,U-05030,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05036-2025-01-14,U-05036,2025-01-14,annual_basic,99000,KRW,card,completed,,0
TXN-U-05041-2025-01-14,U-05041,2025-01-14,annual_pro,199000,KRW,card,completed,,0
TXN-U-05043-2025-01-14,U-05043,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05047-2025-01-14,U-05047,2025-01-14,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01578-2025-01-15-RES,U-01578,2025-01-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04828-2025-01-15-RES,U-04828,2025-01-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05052-2025-01-15,U-05052,2025-01-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-05054-2025-01-15,U-05054,2025-01-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05057-2025-01-15-F,U-05057,2025-01-15,monthly_basic,9900,KRW,card,failed,bank_timeout,0
TXN-U-05057-2025-01-15-R,U-05057,2025-01-16,monthly_basic,9900,KRW,card,completed,,1
TXN-U-05059-2025-01-15,U-05059,2025-01-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05062-2025-01-15,U-05062,2025-01-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05064-2025-01-15,U-05064,2025-01-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-05065-2025-01-15,U-05065,2025-01-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-05075-2025-01-15,U-05075,2025-01-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05081-2025-01-15,U-05081,2025-01-15,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05088-2025-01-15-F,U-05088,2025-01-15,monthly_basic,9900,KRW,card,failed,bank_timeout,0
TXN-U-05088-2025-01-15-R,U-05088,2025-01-17,monthly_basic,9900,KRW,card,completed,,1
TXN-U-05089-2025-01-15,U-05089,2025-01-15,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05094-2025-01-15,U-05094,2025-01-15,annual_basic,99000,KRW,card,completed,,0
TXN-U-01042-2025-01-16-RES,U-01042,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01960-2025-01-16-RES,U-01960,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01998-2025-01-16-RES,U-01998,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03906-2025-01-16-RES,U-03906,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05102-2025-01-16,U-05102,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05113-2025-01-16,U-05113,2025-01-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05118-2025-01-16,U-05118,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05131-2025-01-16,U-05131,2025-01-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-05134-2025-01-16,U-05134,2025-01-16,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05135-2025-01-16,U-05135,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05139-2025-01-16,U-05139,2025-01-16,annual_basic,99000,KRW,card,completed,,0
TXN-U-05142-2025-01-16,U-05142,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05145-2025-01-16,U-05145,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05150-2025-01-16,U-05150,2025-01-16,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05151-2025-01-16,U-05151,2025-01-16,annual_pro,199000,KRW,card,completed,,0
TXN-U-00580-2025-01-17-RES,U-00580,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00750-2025-01-17-RES,U-00750,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00824-2025-01-17-RES,U-00824,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03801-2025-01-17-RES,U-03801,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04355-2025-01-17-RES,U-04355,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04457-2025-01-17-RES,U-04457,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05158-2025-01-17,U-05158,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05161-2025-01-17-F,U-05161,2025-01-17,annual_pro,199000,KRW,card,failed,card_declined,0
TXN-U-05175-2025-01-17,U-05175,2025-01-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05179-2025-01-17,U-05179,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05186-2025-01-17,U-05186,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05187-2025-01-17,U-05187,2025-01-17,annual_pro,199000,KRW,card,completed,,0
TXN-U-05188-2025-01-17,U-05188,2025-01-17,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05198-2025-01-17,U-05198,2025-01-17,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05202-2025-01-17,U-05202,2025-01-17,annual_pro,199000,KRW,card,completed,,0
TXN-U-01639-2025-01-18-RES,U-01639,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02015-2025-01-18-RES,U-02015,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03523-2025-01-18-RES,U-03523,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03786-2025-01-18-RES,U-03786,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04335-2025-01-18-RES,U-04335,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04717-2025-01-18-RES,U-04717,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05211-2025-01-18,U-05211,2025-01-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-05214-2025-01-18,U-05214,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05233-2025-01-18,U-05233,2025-01-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-05234-2025-01-18,U-05234,2025-01-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05240-2025-01-18,U-05240,2025-01-18,annual_basic,99000,KRW,card,completed,,0
TXN-U-05244-2025-01-18,U-05244,2025-01-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05245-2025-01-18,U-05245,2025-01-18,annual_basic,99000,KRW,card,completed,,0
TXN-U-05246-2025-01-18,U-05246,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05251-2025-01-18,U-05251,2025-01-18,annual_basic,99000,KRW,card,completed,,0
TXN-U-05252-2025-01-18,U-05252,2025-01-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-05253-2025-01-18,U-05253,2025-01-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-05255-2025-01-18,U-05255,2025-01-18,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05260-2025-01-18,U-05260,2025-01-18,annual_pro,199000,KRW,card,completed,,0
TXN-U-05261-2025-01-18,U-05261,2025-01-18,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01409-2025-01-19-RES,U-01409,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01487-2025-01-19-RES,U-01487,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02381-2025-01-19-RES,U-02381,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02763-2025-01-19-RES,U-02763,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03097-2025-01-19-RES,U-03097,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04644-2025-01-19-RES,U-04644,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05265-2025-01-19,U-05265,2025-01-19,annual_basic,99000,KRW,card,completed,,0
TXN-U-05269-2025-01-19,U-05269,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05272-2025-01-19,U-05272,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05277-2025-01-19,U-05277,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05279-2025-01-19,U-05279,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05280-2025-01-19,U-05280,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05283-2025-01-19,U-05283,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05289-2025-01-19,U-05289,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05293-2025-01-19,U-05293,2025-01-19,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05301-2025-01-19,U-05301,2025-01-19,annual_basic,99000,KRW,card,completed,,0
TXN-U-05302-2025-01-19,U-05302,2025-01-19,annual_pro,199000,KRW,card,completed,,0
TXN-U-05303-2025-01-19,U-05303,2025-01-19,annual_basic,99000,KRW,card,completed,,0
TXN-U-05308-2025-01-19,U-05308,2025-01-19,annual_basic,99000,KRW,card,completed,,0
TXN-U-05315-2025-01-19-F,U-05315,2025-01-19,monthly_pro,19900,KRW,card,failed,card_declined,0
TXN-U-05316-2025-01-19,U-05316,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05318-2025-01-19,U-05318,2025-01-19,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00254-2025-01-20-RES,U-00254,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00850-2025-01-20-RES,U-00850,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01015-2025-01-20-RES,U-01015,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-01498-2025-01-20-RES,U-01498,2025-01-20,annual_basic,99000,KRW,card,completed,,0
TXN-U-03205-2025-01-20-RES,U-03205,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03655-2025-01-20-RES,U-03655,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-03739-2025-01-20-RES,U-03739,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04215-2025-01-20-RES,U-04215,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05320-2025-01-20,U-05320,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05324-2025-01-20,U-05324,2025-01-20,annual_pro,199000,KRW,card,completed,,0
TXN-U-05332-2025-01-20-F,U-05332,2025-01-20,monthly_basic,9900,KRW,card,failed,card_declined,0
TXN-U-05332-2025-01-20-R,U-05332,2025-01-23,monthly_basic,9900,KRW,card,completed,,1
TXN-U-05339-2025-01-20,U-05339,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05341-2025-01-20,U-05341,2025-01-20,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05342-2025-01-20,U-05342,2025-01-20,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05344-2025-01-20,U-05344,2025-01-20,annual_basic,99000,KRW,card,completed,,0
TXN-U-05346-2025-01-20,U-05346,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05347-2025-01-20,U-05347,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05348-2025-01-20,U-05348,2025-01-20,annual_pro,199000,KRW,card,completed,,0
TXN-U-05355-2025-01-20,U-05355,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05368-2025-01-20,U-05368,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05369-2025-01-20,U-05369,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05370-2025-01-20,U-05370,2025-01-20,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05371-2025-01-20,U-05371,2025-01-20,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00083-2025-01-21-RES,U-00083,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02057-2025-01-21-RES,U-02057,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-02619-2025-01-21-RES,U-02619,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-04610-2025-01-21-RES,U-04610,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05382-2025-01-21,U-05382,2025-01-21,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05385-2025-01-21,U-05385,2025-01-21,annual_pro,199000,KRW,card,completed,,0
TXN-U-05388-2025-01-21,U-05388,2025-01-21,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05389-2025-01-21,U-05389,2025-01-21,annual_pro,199000,KRW,card,completed,,0
TXN-U-05394-2025-01-21,U-05394,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05395-2025-01-21,U-05395,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05398-2025-01-21-F,U-05398,2025-01-21,monthly_basic,9900,KRW,card,failed,network_error,0
TXN-U-05402-2025-01-21,U-05402,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05403-2025-01-21,U-05403,2025-01-21,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05413-2025-01-21,U-05413,2025-01-21,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05419-2025-01-21,U-05419,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05420-2025-01-21,U-05420,2025-01-21,annual_pro,199000,KRW,card,completed,,0
TXN-U-05422-2025-01-21,U-05422,2025-01-21,annual_pro,199000,KRW,card,completed,,0
TXN-U-05425-2025-01-21,U-05425,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05426-2025-01-21,U-05426,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05427-2025-01-21,U-05427,2025-01-21,monthly_pro,19900,KRW,card,completed,,0
TXN-U-05428-2025-01-21,U-05428,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-05430-2025-01-21,U-05430,2025-01-21,monthly_basic,9900,KRW,card,completed,,0
TXN-U-00178-2025-01-22-RES,U-00178,2025-01-22,monthly_basic,9900,KRW,card,completed,,0
