user_id,experiment_id,variant,assigned_date
U-10344,exp_onboarding_v2,treatment,2025-03-17
U-10345,exp_onboarding_v2,treatment,2025-03-17
U-10346,exp_onboarding_v2,treatment,2025-03-17
U-10348,exp_onboarding_v2,treatment,2025-03-17
U-10349,exp_onboarding_v2,treatment,2025-03-17
U-10350,exp_onboarding_v2,control,2025-03-17
U-10354,exp_onboarding_v2,control,2025-03-17
U-10357,exp_onboarding_v2,control,2025-03-18
U-10358,exp_onboarding_v2,treatment,2025-03-18
U-10359,exp_onboarding_v2,treatment,2025-03-18
U-10360,exp_onboarding_v2,control,2025-03-18
U-10362,exp_onboarding_v2,control,2025-03-18
U-10363,exp_onboarding_v2,control,2025-03-18
U-10364,exp_onboarding_v2,treatment,2025-03-18
U-10365,exp_onboarding_v2,treatment,2025-03-18
U-10366,exp_onboarding_v2,control,2025-03-18
U-10370,exp_onboarding_v2,treatment,2025-03-18
U-10372,exp_onboarding_v2,control,2025-03-18
U-10373,exp_onboarding_v2,treatment,2025-03-18
U-10375,exp_onboarding_v2,control,2025-03-18
U-10376,exp_onboarding_v2,control,2025-03-18
U-10377,exp_onboarding_v2,control,2025-03-18
U-10378,exp_onboarding_v2,control,2025-03-18
U-10379,exp_onboarding_v2,treatment,2025-03-18
U-10380,exp_onboarding_v2,treatment,2025-03-18
U-10381,exp_onboarding_v2,control,2025-03-18
U-10384,exp_onboarding_v2,control,2025-03-18
U-10386,exp_onboarding_v2,control,2025-03-18
U-10388,exp_onboarding_v2,treatment,2025-03-18
U-10389,exp_onboarding_v2,control,2025-03-18
U-10391,exp_onboarding_v2,treatment,2025-03-18
U-10393,exp_onboarding_v2,control,2025-03-18
U-10394,exp_onboarding_v2,treatment,2025-03-18
U-10395,exp_onboarding_v2,control,2025-03-18
U-10396,exp_onboarding_v2,treatment,2025-03-18
U-10397,exp_onboarding_v2,control,2025-03-18
U-10401,exp_onboarding_v2,control,2025-03-18
U-10404,exp_onboarding_v2,control,2025-03-18
U-10407,exp_onboarding_v2,treatment,2025-03-18
U-10408,exp_onboarding_v2,control,2025-03-18
U-10411,exp_onboarding_v2,treatment,2025-03-18
U-10413,exp_onboarding_v2,treatment,2025-03-18
U-10415,exp_onboarding_v2,treatment,2025-03-18
U-10416,exp_onboarding_v2,treatment,2025-03-18
U-10418,exp_onboarding_v2,treatment,2025-03-18
U-10421,exp_onboarding_v2,treatment,2025-03-18
U-10423,exp_onboarding_v2,treatment,2025-03-18
U-10424,exp_onboarding_v2,treatment,2025-03-18
U-10426,exp_onboarding_v2,treatment,2025-03-18
U-10430,exp_onboarding_v2,treatment,2025-03-18
U-10435,exp_onboarding_v2,control,2025-03-18
U-10436,exp_onboarding_v2,treatment,2025-03-18
U-10437,exp_onboarding_v2,treatment,2025-03-18
U-10439,exp_onboarding_v2,control,2025-03-18
U-10442,exp_onboarding_v2,treatment,2025-03-18
U-10445,exp_onboarding_v2,control,2025-03-18
U-10446,exp_onboarding_v2,treatment,2025-03-18
U-10447,exp_onboarding_v2,treatment,2025-03-18
U-10449,exp_onboarding_v2,treatment,2025-03-18
U-10450,exp_onboarding_v2,treatment,2025-03-18
U-10452,exp_onboarding_v2,treatment,2025-03-18
U-10453,exp_onboarding_v2,control,2025-03-18
U-10454,exp_onboarding_v2,control,2025-03-18
U-10455,exp_onboarding_v2,treatment,2025-03-18
U-10456,exp_onboarding_v2,control,2025-03-18
U-10457,exp_onboarding_v2,control,2025-03-18
U-10458,exp_onboarding_v2,control,2025-03-18
U-10459,exp_onboarding_v2,control,2025-03-18
U-10460,exp_onboarding_v2,treatment,2025-03-18
U-10461,exp_onboarding_v2,treatment,2025-03-18
U-10463,exp_onboarding_v2,treatment,2025-03-18
U-10464,exp_onboarding_v2,treatment,2025-03-18
U-10465,exp_onboarding_v2,control,2025-03-18
U-10467,exp_onboarding_v2,treatment,2025-03-18
U-10471,exp_onboarding_v2,control,2025-03-19
U-10472,exp_onboarding_v2,control,2025-03-19
U-10476,exp_onboarding_v2,treatment,2025-03-19
U-10477,exp_onboarding_v2,treatment,2025-03-19
U-10478,exp_onboarding_v2,control,2025-03-19
U-10480,exp_onboarding_v2,treatment,2025-03-19
U-10481,exp_onboarding_v2,treatment,2025-03-19
U-10483,exp_onboarding_v2,control,2025-03-19
U-10485,exp_onboarding_v2,control,2025-03-19
U-10486,exp_onboarding_v2,control,2025-03-19
U-10491,exp_onboarding_v2,treatment,2025-03-19
U-10492,exp_onboarding_v2,control,2025-03-19
U-10496,exp_onboarding_v2,control,2025-03-19
U-10497,exp_onboarding_v2,treatment,2025-03-19
U-10498,exp_onboarding_v2,control,2025-03-19
U-10500,exp_onboarding_v2,control,2025-03-19
U-10504,exp_onboarding_v2,control,2025-03-19
U-10507,exp_onboarding_v2,control,2025-03-19
U-10509,exp_onboarding_v2,control,2025-03-19
U-10511,exp_onboarding_v2,control,2025-03-19
U-10515,exp_onboarding_v2,treatment,2025-03-19
U-10516,exp_onboarding_v2,control,2025-03-19
U-10517,exp_onboarding_v2,treatment,2025-03-19
U-10518,exp_onboarding_v2,treatment,2025-03-19
U-10520,exp_onboarding_v2,control,2025-03-19
U-10523,exp_onboarding_v2,treatment,2025-03-19
U-10526,exp_onboarding_v2,treatment,2025-03-19
U-10528,exp_onboarding_v2,treatment,2025-03-19
U-10530,exp_onboarding_v2,treatment,2025-03-19
U-10534,exp_onboarding_v2,control,2025-03-19
U-10537,exp_onboarding_v2,control,2025-03-19
U-10538,exp_onboarding_v2,treatment,2025-03-19
U-10540,exp_onboarding_v2,control,2025-03-19
U-10541,exp_onboarding_v2,treatment,2025-03-19
U-10542,exp_onboarding_v2,control,2025-03-19
U-10543,exp_onboarding_v2,treatment,2025-03-19
U-10544,exp_onboarding_v2,control,2025-03-19
U-10545,exp_onboarding_v2,control,2025-03-19
U-10547,exp_onboarding_v2,treatment,2025-03-19
U-10551,exp_onboarding_v2,control,2025-03-19
U-10558,exp_onboarding_v2,control,2025-03-19
U-10559,exp_onboarding_v2,treatment,2025-03-19
U-10560,exp_onboarding_v2,treatment,2025-03-19
U-10562,exp_onboarding_v2,control,2025-03-19
U-10563,exp_onboarding_v2,control,2025-03-19
U-10565,exp_onboarding_v2,control,2025-03-19
U-10566,exp_onboarding_v2,control,2025-03-19
U-10567,exp_onboarding_v2,control,2025-03-19
U-10568,exp_onboarding_v2,control,2025-03-19
U-10569,exp_onboarding_v2,treatment,2025-03-19
U-10570,exp_onboarding_v2,control,2025-03-19
U-10572,exp_onboarding_v2,treatment,2025-03-19
U-10578,exp_onboarding_v2,control,2025-03-19
U-10579,exp_onboarding_v2,control,2025-03-20
U-10581,exp_onboarding_v2,treatment,2025-03-20
U-10582,exp_onboarding_v2,treatment,2025-03-20
U-10583,exp_onboarding_v2,control,2025-03-20
U-10584,exp_onboarding_v2,control,2025-03-20
U-10587,exp_onboarding_v2,control,2025-03-20
U-10588,exp_onboarding_v2,treatment,2025-03-20
U-10589,exp_onboarding_v2,treatment,2025-03-20
U-10590,exp_onboarding_v2,control,2025-03-20
U-10591,exp_onboarding_v2,control,2025-03-20
U-10592,exp_onboarding_v2,treatment,2025-03-20
U-10595,exp_onboarding_v2,control,2025-03-20
U-10597,exp_onboarding_v2,treatment,2025-03-20
U-10598,exp_onboarding_v2,treatment,2025-03-20
U-10600,exp_onboarding_v2,control,2025-03-20
U-10601,exp_onboarding_v2,control,2025-03-20
U-10602,exp_onboarding_v2,treatment,2025-03-20
U-10603,exp_onboarding_v2,control,2025-03-20
U-10607,exp_onboarding_v2,treatment,2025-03-20
U-10610,exp_onboarding_v2,control,2025-03-20
U-10613,exp_onboarding_v2,control,2025-03-20
U-10615,exp_onboarding_v2,control,2025-03-20
U-10619,exp_onboarding_v2,control,2025-03-20
U-10621,exp_onboarding_v2,control,2025-03-20
U-10624,exp_onboarding_v2,treatment,2025-03-20
U-10625,exp_onboarding_v2,treatment,2025-03-20
U-10626,exp_onboarding_v2,control,2025-03-20
U-10627,exp_onboarding_v2,control,2025-03-20
U-10630,exp_onboarding_v2,control,2025-03-20
U-10631,exp_onboarding_v2,control,2025-03-20
U-10637,exp_onboarding_v2,treatment,2025-03-20
U-10638,exp_onboarding_v2,treatment,2025-03-20
U-10639,exp_onboarding_v2,treatment,2025-03-20
U-10640,exp_onboarding_v2,treatment,2025-03-20
U-10644,exp_onboarding_v2,control,2025-03-20
U-10645,exp_onboarding_v2,control,2025-03-20
U-10647,exp_onboarding_v2,treatment,2025-03-20
U-10648,exp_onboarding_v2,treatment,2025-03-20
U-10650,exp_onboarding_v2,control,2025-03-20
U-10651,exp_onboarding_v2,control,2025-03-20
U-10652,exp_onboarding_v2,treatment,2025-03-20
U-10655,exp_onboarding_v2,control,2025-03-20
U-10657,exp_onboarding_v2,treatment,2025-03-20
U-10661,exp_onboarding_v2,treatment,2025-03-20
U-10662,exp_onboarding_v2,control,2025-03-20
U-10663,exp_onboarding_v2,treatment,2025-03-20
U-10664,exp_onboarding_v2,control,2025-03-20
U-10667,exp_onboarding_v2,treatment,2025-03-20
U-10669,exp_onboarding_v2,treatment,2025-03-20
U-10670,exp_onboarding_v2,treatment,2025-03-20
U-10671,exp_onboarding_v2,control,2025-03-20
U-10673,exp_onboarding_v2,treatment,2025-03-20
U-10675,exp_onboarding_v2,control,2025-03-20
U-10676,exp_onboarding_v2,control,2025-03-21
U-10677,exp_onboarding_v2,treatment,2025-03-21
U-10678,exp_onboarding_v2,treatment,2025-03-21
U-10680,exp_onboarding_v2,treatment,2025-03-21
U-10681,exp_onboarding_v2,control,2025-03-21
U-10683,exp_onboarding_v2,treatment,2025-03-21
U-10685,exp_onboarding_v2,treatment,2025-03-21
U-10687,exp_onboarding_v2,treatment,2025-03-21
U-10688,exp_onboarding_v2,treatment,2025-03-21
U-10689,exp_onboarding_v2,control,2025-03-21
U-10690,exp_onboarding_v2,treatment,2025-03-21
U-10693,exp_onboarding_v2,treatment,2025-03-21
U-10694,exp_onboarding_v2,control,2025-03-21
U-10695,exp_onboarding_v2,control,2025-03-21
U-10696,exp_onboarding_v2,control,2025-03-21
U-10701,exp_onboarding_v2,treatment,2025-03-21
U-10702,exp_onboarding_v2,treatment,2025-03-21
U-10703,exp_onboarding_v2,control,2025-03-21
U-10708,exp_onboarding_v2,control,2025-03-21
U-10709,exp_onboarding_v2,control,2025-03-21
U-10710,exp_onboarding_v2,control,2025-03-21
U-10712,exp_onboarding_v2,treatment,2025-03-21
U-10713,exp_onboarding_v2,control,2025-03-21
U-10716,exp_onboarding_v2,treatment,2025-03-21
U-10717,exp_onboarding_v2,treatment,2025-03-21
U-10718,exp_onboarding_v2,treatment,2025-03-21
U-10720,exp_onboarding_v2,treatment,2025-03-21
U-10721,exp_onboarding_v2,treatment,2025-03-21
U-10723,exp_onboarding_v2,treatment,2025-03-21
U-10724,exp_onboarding_v2,control,2025-03-21
U-10725,exp_onboarding_v2,control,2025-03-21
U-10726,exp_onboarding_v2,control,2025-03-21
U-10728,exp_onboarding_v2,treatment,2025-03-21
U-10729,exp_onboarding_v2,treatment,2025-03-21
U-10730,exp_onboarding_v2,treatment,2025-03-21
U-10731,exp_onboarding_v2,treatment,2025-03-21
U-10732,exp_onboarding_v2,treatment,2025-03-21
U-10733,exp_onboarding_v2,control,2025-03-21
U-10735,exp_onboarding_v2,treatment,2025-03-21
U-10736,exp_onboarding_v2,control,2025-03-21
U-10738,exp_onboarding_v2,treatment,2025-03-21
U-10741,exp_onboarding_v2,control,2025-03-21
U-10743,exp_onboarding_v2,treatment,2025-03-21
U-10744,exp_onboarding_v2,control,2025-03-21
U-10745,exp_onboarding_v2,treatment,2025-03-21
U-10746,exp_onboarding_v2,control,2025-03-21
U-10747,exp_onboarding_v2,treatment,2025-03-21
U-10751,exp_onboarding_v2,treatment,2025-03-21
U-10754,exp_onboarding_v2,treatment,2025-03-21
U-10756,exp_onboarding_v2,treatment,2025-03-21
U-10760,exp_onboarding_v2,control,2025-03-21
U-10762,exp_onboarding_v2,control,2025-03-21
U-10764,exp_onboarding_v2,control,2025-03-21
U-10767,exp_onboarding_v2,control,2025-03-21
U-10770,exp_onboarding_v2,control,2025-03-21
U-10771,exp_onboarding_v2,treatment,2025-03-21
U-10772,exp_onboarding_v2,treatment,2025-03-21
U-10775,exp_onboarding_v2,control,2025-03-21
U-10776,exp_onboarding_v2,control,2025-03-21
U-10777,exp_onboarding_v2,treatment,2025-03-21
U-10778,exp_onboarding_v2,treatment,2025-03-22
U-10779,exp_onboarding_v2,control,2025-03-22
U-10783,exp_onboarding_v2,control,2025-03-22
U-10785,exp_onboarding_v2,control,2025-03-22
U-10788,exp_onboarding_v2,treatment,2025-03-22
U-10789,exp_onboarding_v2,control,2025-03-22
U-10790,exp_onboarding_v2,control,2025-03-22
U-10791,exp_onboarding_v2,treatment,2025-03-22
U-10793,exp_onboarding_v2,treatment,2025-03-22
U-10798,exp_onboarding_v2,control,2025-03-22
U-10799,exp_onboarding_v2,control,2025-03-22
U-10800,exp_onboarding_v2,treatment,2025-03-22
U-10801,exp_onboarding_v2,treatment,2025-03-22
U-10805,exp_onboarding_v2,treatment,2025-03-22
U-10806,exp_onboarding_v2,control,2025-03-22
U-10807,exp_onboarding_v2,treatment,2025-03-22
U-10808,exp_onboarding_v2,control,2025-03-22
U-10809,exp_onboarding_v2,control,2025-03-22
U-10811,exp_onboarding_v2,control,2025-03-22
U-10812,exp_onboarding_v2,control,2025-03-22
U-10813,exp_onboarding_v2,treatment,2025-03-22
U-10815,exp_onboarding_v2,treatment,2025-03-22
U-10816,exp_onboarding_v2,treatment,2025-03-22
U-10822,exp_onboarding_v2,control,2025-03-22
U-10826,exp_onboarding_v2,treatment,2025-03-22
U-10827,exp_onboarding_v2,control,2025-03-22
U-10828,exp_onboarding_v2,control,2025-03-22
U-10829,exp_onboarding_v2,control,2025-03-22
U-10830,exp_onboarding_v2,treatment,2025-03-22
U-10831,exp_onboarding_v2,control,2025-03-22
U-10834,exp_onboarding_v2,treatment,2025-03-22
U-10835,exp_onboarding_v2,control,2025-03-22
U-10839,exp_onboarding_v2,control,2025-03-22
U-10841,exp_onboarding_v2,control,2025-03-22
U-10842,exp_onboarding_v2,control,2025-03-22
U-10843,exp_onboarding_v2,control,2025-03-22
U-10848,exp_onboarding_v2,treatment,2025-03-22
U-10849,exp_onboarding_v2,treatment,2025-03-22
U-10850,exp_onboarding_v2,treatment,2025-03-22
U-10851,exp_onboarding_v2,control,2025-03-22
U-10852,exp_onboarding_v2,treatment,2025-03-22
U-10853,exp_onboarding_v2,treatment,2025-03-22
U-10854,exp_onboarding_v2,treatment,2025-03-22
U-10859,exp_onboarding_v2,treatment,2025-03-22
U-10860,exp_onboarding_v2,treatment,2025-03-22
U-10865,exp_onboarding_v2,control,2025-03-22
U-10866,exp_onboarding_v2,treatment,2025-03-22
U-10867,exp_onboarding_v2,control,2025-03-22
U-10868,exp_onboarding_v2,control,2025-03-22
U-10869,exp_onboarding_v2,control,2025-03-22
U-10870,exp_onboarding_v2,control,2025-03-22
U-10871,exp_onboarding_v2,control,2025-03-22
U-10876,exp_onboarding_v2,treatment,2025-03-22
U-10877,exp_onboarding_v2,treatment,2025-03-22
U-10879,exp_onboarding_v2,control,2025-03-22
U-10880,exp_onboarding_v2,treatment,2025-03-22
U-10882,exp_onboarding_v2,control,2025-03-22
U-10883,exp_onboarding_v2,treatment,2025-03-22
U-10887,exp_onboarding_v2,control,2025-03-23
U-10889,exp_onboarding_v2,control,2025-03-23
U-10890,exp_onboarding_v2,treatment,2025-03-23
U-10891,exp_onboarding_v2,treatment,2025-03-23
U-10892,exp_onboarding_v2,treatment,2025-03-23
U-10893,exp_onboarding_v2,control,2025-03-23
U-10895,exp_onboarding_v2,control,2025-03-23
U-10896,exp_onboarding_v2,control,2025-03-23
U-10897,exp_onboarding_v2,control,2025-03-23
U-10900,exp_onboarding_v2,control,2025-03-23
U-10902,exp_onboarding_v2,control,2025-03-23
U-10903,exp_onboarding_v2,control,2025-03-23
U-10907,exp_onboarding_v2,treatment,2025-03-23
U-10908,exp_onboarding_v2,control,2025-03-23
U-10909,exp_onboarding_v2,control,2025-03-23
U-10911,exp_onboarding_v2,control,2025-03-23
U-10914,exp_onboarding_v2,treatment,2025-03-23
U-10915,exp_onboarding_v2,treatment,2025-03-23
U-10917,exp_onboarding_v2,control,2025-03-23
U-10919,exp_onboarding_v2,treatment,2025-03-23
U-10921,exp_onboarding_v2,treatment,2025-03-23
U-10924,exp_onboarding_v2,treatment,2025-03-23
U-10925,exp_onboarding_v2,treatment,2025-03-23
U-10927,exp_onboarding_v2,control,2025-03-23
U-10928,exp_onboarding_v2,treatment,2025-03-23
U-10931,exp_onboarding_v2,control,2025-03-23
U-10933,exp_onboarding_v2,treatment,2025-03-23
U-10934,exp_onboarding_v2,treatment,2025-03-23
U-10937,exp_onboarding_v2,treatment,2025-03-23
U-10938,exp_onboarding_v2,control,2025-03-23
U-10939,exp_onboarding_v2,treatment,2025-03-23
U-10942,exp_onboarding_v2,treatment,2025-03-23
U-10947,exp_onboarding_v2,control,2025-03-23
U-10949,exp_onboarding_v2,treatment,2025-03-23
U-10954,exp_onboarding_v2,control,2025-03-23
U-10955,exp_onboarding_v2,control,2025-03-23
U-10957,exp_onboarding_v2,control,2025-03-23
U-10959,exp_onboarding_v2,treatment,2025-03-23
U-10962,exp_onboarding_v2,control,2025-03-23
U-10963,exp_onboarding_v2,treatment,2025-03-23
U-10964,exp_onboarding_v2,treatment,2025-03-23
U-10965,exp_onboarding_v2,control,2025-03-23
U-10966,exp_onboarding_v2,treatment,2025-03-23
U-10967,exp_onboarding_v2,control,2025-03-23
U-10969,exp_onboarding_v2,treatment,2025-03-23
U-10970,exp_onboarding_v2,control,2025-03-23
U-10971,exp_onboarding_v2,treatment,2025-03-23
U-10972,exp_onboarding_v2,control,2025-03-23
U-10973,exp_onboarding_v2,control,2025-03-23
U-10975,exp_onboarding_v2,treatment,2025-03-23
U-10978,exp_onboarding_v2,control,2025-03-23
U-10981,exp_onboarding_v2,control,2025-03-23
U-10982,exp_onboarding_v2,control,2025-03-23
U-10983,exp_onboarding_v2,control,2025-03-23
U-10986,exp_onboarding_v2,control,2025-03-23
U-10987,exp_onboarding_v2,control,2025-03-23
U-10988,exp_onboarding_v2,control,2025-03-23
U-10993,exp_onboarding_v2,control,2025-03-23
U-10994,exp_onboarding_v2,control,2025-03-23
U-10995,exp_onboarding_v2,treatment,2025-03-23
U-10996,exp_onboarding_v2,control,2025-03-23
U-10999,exp_onboarding_v2,treatment,2025-03-23
U-11001,exp_onboarding_v2,control,2025-03-24
U-11002,exp_onboarding_v2,control,2025-03-24
U-11005,exp_onboarding_v2,treatment,2025-03-24
U-11006,exp_onboarding_v2,treatment,2025-03-24
U-11010,exp_onboarding_v2,control,2025-03-24
U-11011,exp_onboarding_v2,treatment,2025-03-24
U-11017,exp_onboarding_v2,control,2025-03-24
U-11018,exp_onboarding_v2,treatment,2025-03-24
U-11020,exp_onboarding_v2,treatment,2025-03-24
U-11022,exp_onboarding_v2,treatment,2025-03-24
U-11024,exp_onboarding_v2,treatment,2025-03-24
U-11026,exp_onboarding_v2,treatment,2025-03-24
U-11027,exp_onboarding_v2,control,2025-03-24
U-11028,exp_onboarding_v2,control,2025-03-24
U-11030,exp_onboarding_v2,control,2025-03-24
U-11032,exp_onboarding_v2,control,2025-03-24
U-11034,exp_onboarding_v2,treatment,2025-03-24
U-11035,exp_onboarding_v2,control,2025-03-24
U-11036,exp_onboarding_v2,control,2025-03-24
U-11038,exp_onboarding_v2,control,2025-03-24
U-11046,exp_onboarding_v2,control,2025-03-24
U-11047,exp_onboarding_v2,treatment,2025-03-24
U-11048,exp_onboarding_v2,treatment,2025-03-24
U-11051,exp_onboarding_v2,treatment,2025-03-24
U-11052,exp_onboarding_v2,control,2025-03-24
U-11055,exp_onboarding_v2,treatment,2025-03-24
U-11058,exp_onboarding_v2,treatment,2025-03-24
U-11059,exp_onboarding_v2,control,2025-03-24
U-11060,exp_onboarding_v2,control,2025-03-24
U-11061,exp_onboarding_v2,control,2025-03-24
U-11063,exp_onboarding_v2,control,2025-03-24
U-11065,exp_onboarding_v2,treatment,2025-03-24
U-11066,exp_onboarding_v2,control,2025-03-24
U-11067,exp_onboarding_v2,treatment,2025-03-24
U-11070,exp_onboarding_v2,control,2025-03-24
U-11071,exp_onboarding_v2,control,2025-03-24
U-11075,exp_onboarding_v2,treatment,2025-03-24
U-11080,exp_onboarding_v2,treatment,2025-03-24
U-11081,exp_onboarding_v2,treatment,2025-03-24
U-11083,exp_onboarding_v2,treatment,2025-03-24
U-11084,exp_onboarding_v2,treatment,2025-03-24
U-11086,exp_onboarding_v2,control,2025-03-24
U-11088,exp_onboarding_v2,control,2025-03-24
U-11090,exp_onboarding_v2,control,2025-03-24
U-11092,exp_onboarding_v2,treatment,2025-03-24
U-11093,exp_onboarding_v2,control,2025-03-24
U-11095,exp_onboarding_v2,treatment,2025-03-25
U-11096,exp_onboarding_v2,treatment,2025-03-25
U-11099,exp_onboarding_v2,treatment,2025-03-25
U-11100,exp_onboarding_v2,treatment,2025-03-25
U-11101,exp_onboarding_v2,control,2025-03-25
U-11106,exp_onboarding_v2,treatment,2025-03-25
U-11108,exp_onboarding_v2,treatment,2025-03-25
U-11111,exp_onboarding_v2,treatment,2025-03-25
U-11114,exp_onboarding_v2,control,2025-03-25
U-11115,exp_onboarding_v2,control,2025-03-25
U-11122,exp_onboarding_v2,control,2025-03-25
U-11123,exp_onboarding_v2,treatment,2025-03-25
U-11126,exp_onboarding_v2,control,2025-03-25
U-11131,exp_onboarding_v2,treatment,2025-03-25
U-11134,exp_onboarding_v2,control,2025-03-25
U-11135,exp_onboarding_v2,treatment,2025-03-25
U-11137,exp_onboarding_v2,control,2025-03-25
U-11138,exp_onboarding_v2,control,2025-03-25
U-11139,exp_onboarding_v2,control,2025-03-25
U-11140,exp_onboarding_v2,control,2025-03-25
U-11142,exp_onboarding_v2,control,2025-03-25
U-11146,exp_onboarding_v2,control,2025-03-25
U-11152,exp_onboarding_v2,treatment,2025-03-25
U-11154,exp_onboarding_v2,control,2025-03-25
U-11155,exp_onboarding_v2,treatment,2025-03-25
U-11156,exp_onboarding_v2,control,2025-03-25
U-11158,exp_onboarding_v2,control,2025-03-25
U-11161,exp_onboarding_v2,control,2025-03-25
U-11162,exp_onboarding_v2,treatment,2025-03-25
U-11163,exp_onboarding_v2,treatment,2025-03-25
U-11165,exp_onboarding_v2,treatment,2025-03-25
U-11167,exp_onboarding_v2,treatment,2025-03-25
U-11169,exp_onboarding_v2,treatment,2025-03-25
U-11171,exp_onboarding_v2,treatment,2025-03-25
U-11173,exp_onboarding_v2,control,2025-03-25
U-11174,exp_onboarding_v2,control,2025-03-25
U-11175,exp_onboarding_v2,treatment,2025-03-25
U-11179,exp_onboarding_v2,control,2025-03-25
U-11182,exp_onboarding_v2,treatment,2025-03-25
U-11184,exp_onboarding_v2,control,2025-03-25
U-11188,exp_onboarding_v2,control,2025-03-25
U-11191,exp_onboarding_v2,control,2025-03-25
U-11194,exp_onboarding_v2,treatment,2025-03-25
U-11195,exp_onboarding_v2,treatment,2025-03-26
U-11196,exp_onboarding_v2,control,2025-03-26
U-11197,exp_onboarding_v2,control,2025-03-26
U-11198,exp_onboarding_v2,treatment,2025-03-26
U-11199,exp_onboarding_v2,control,2025-03-26
U-11200,exp_onboarding_v2,treatment,2025-03-26
U-11204,exp_onboarding_v2,treatment,2025-03-26
U-11209,exp_onboarding_v2,control,2025-03-26
U-11210,exp_onboarding_v2,treatment,2025-03-26
U-11215,exp_onboarding_v2,treatment,2025-03-26
U-11218,exp_onboarding_v2,control,2025-03-26
U-11220,exp_onboarding_v2,control,2025-03-26
U-11221,exp_onboarding_v2,control,2025-03-26
U-11223,exp_onboarding_v2,control,2025-03-26
U-11226,exp_onboarding_v2,control,2025-03-26
U-11227,exp_onboarding_v2,treatment,2025-03-26
U-11228,exp_onboarding_v2,control,2025-03-26
U-11230,exp_onboarding_v2,treatment,2025-03-26
U-11231,exp_onboarding_v2,treatment,2025-03-26
U-11235,exp_onboarding_v2,treatment,2025-03-26
U-11236,exp_onboarding_v2,control,2025-03-26
U-11237,exp_onboarding_v2,treatment,2025-03-26
U-11238,exp_onboarding_v2,treatment,2025-03-26
U-11239,exp_onboarding_v2,treatment,2025-03-26
U-11240,exp_onboarding_v2,control,2025-03-26
U-11242,exp_onboarding_v2,treatment,2025-03-26
U-11244,exp_onboarding_v2,treatment,2025-03-26
U-11246,exp_onboarding_v2,treatment,2025-03-26
U-11247,exp_onboarding_v2,control,2025-03-26
U-11250,exp_onboarding_v2,treatment,2025-03-26
U-11251,exp_onboarding_v2,control,2025-03-26
U-11252,exp_onboarding_v2,treatment,2025-03-26
U-11254,exp_onboarding_v2,treatment,2025-03-26
U-11255,exp_onboarding_v2,treatment,2025-03-26
U-11256,exp_onboarding_v2,control,2025-03-26
U-11258,exp_onboarding_v2,control,2025-03-26
U-11263,exp_onboarding_v2,control,2025-03-26
U-11268,exp_onboarding_v2,control,2025-03-26
U-11270,exp_onboarding_v2,control,2025-03-26
U-11276,exp_onboarding_v2,control,2025-03-26
U-11280,exp_onboarding_v2,control,2025-03-26
U-11282,exp_onboarding_v2,treatment,2025-03-26
U-11283,exp_onboarding_v2,control,2025-03-26
U-11284,exp_onboarding_v2,treatment,2025-03-26
U-11285,exp_onboarding_v2,control,2025-03-26
U-11287,exp_onboarding_v2,treatment,2025-03-26
